gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz
2.321,2.321,0.092,0.009,-0.023,1.028,10.41,-652.00,-765.00,-920.00
2.115,2.206,-0.084,0.017,-0.024,1.023,10.84,-657.00,-767.00,-915.00
2.275,2.359,0.053,0.026,-0.018,1.029,10.65,-662.00,-760.00,-915.00
2.122,2.260,0.359,0.023,-0.016,1.032,10.37,-650.00,-775.00,-922.00
2.046,2.252,-0.183,0.020,-0.019,1.036,10.55,-665.00,-755.00,-922.00
2.122,2.473,0.084,0.022,-0.016,1.032,10.37,-670.00,-762.00,-925.00
2.076,2.519,-0.107,0.020,-0.020,1.037,10.41,-662.00,-767.00,-920.00
2.160,2.626,-0.244,0.025,-0.018,1.023,10.41,-670.00,-762.00,-912.00
2.122,2.588,0.076,0.022,-0.018,1.030,10.51,-655.00,-767.00,-915.00
2.145,2.618,-0.198,0.020,-0.016,1.034,10.65,-655.00,-747.00,-922.00
1.977,2.878,0.023,0.032,-0.016,1.023,10.55,-683.00,-772.00,-912.00
2.046,2.481,-0.260,0.023,-0.017,1.035,10.65,-665.00,-775.00,-920.00
2.099,2.435,0.084,0.019,-0.020,1.026,10.74,-681.00,-775.00,-912.00
2.084,2.412,-0.298,0.017,-0.020,1.032,10.41,-683.00,-760.00,-915.00
2.145,2.939,-0.053,0.026,-0.020,1.034,10.51,-660.00,-762.00,-915.00
2.267,2.305,-0.542,0.022,-0.015,1.029,10.65,-665.00,-767.00,-920.00
2.229,2.573,-0.290,0.018,-0.018,1.026,10.37,-665.00,-765.00,-917.00
2.290,2.443,-0.031,0.016,-0.021,1.037,10.55,-667.00,-765.00,-912.00
2.275,2.168,-0.031,0.018,-0.019,1.035,10.51,-667.00,-757.00,-917.00
2.298,2.740,-0.267,0.026,-0.018,1.026,10.55,-665.00,-762.00,-915.00
2.336,2.305,0.053,0.028,-0.020,1.027,10.84,-672.00,-760.00,-915.00
2.206,2.137,-0.122,0.017,-0.025,1.031,10.32,-665.00,-747.00,-917.00
2.137,2.519,-0.046,0.020,-0.021,1.033,10.65,-665.00,-765.00,-917.00
2.252,2.076,-0.198,0.034,-0.020,1.022,10.65,-667.00,-770.00,-922.00
2.107,2.137,-0.115,0.015,-0.021,1.025,10.55,-660.00,-767.00,-907.00
2.198,2.008,-0.046,0.016,-0.019,1.032,10.55,-660.00,-736.00,-907.00
2.099,2.542,0.115,0.019,-0.022,1.030,10.51,-665.00,-760.00,-915.00
2.336,2.328,-0.191,0.016,-0.017,1.027,10.55,-667.00,-762.00,-910.00
2.122,2.115,0.076,0.021,-0.018,1.034,10.51,-665.00,-757.00,-915.00
1.916,2.748,0.099,0.019,-0.017,1.032,10.65,-665.00,-755.00,-912.00
1.863,2.496,-0.168,0.014,-0.017,1.031,10.51,-665.00,-747.00,-907.00
2.573,2.855,-0.298,0.024,-0.020,1.028,10.65,-665.00,-762.00,-905.00
2.305,2.870,-0.084,0.027,-0.025,1.020,10.32,-657.00,-750.00,-927.00
2.229,2.267,-0.076,0.023,-0.029,1.031,10.32,-670.00,-755.00,-907.00
2.260,2.176,0.198,0.031,-0.023,1.022,10.41,-665.00,-767.00,-930.00
2.412,3.145,-0.053,0.032,-0.023,1.019,10.32,-675.00,-772.00,-930.00
2.290,2.489,-0.221,0.024,-0.021,1.023,10.37,-665.00,-762.00,-922.00
2.076,2.435,0.206,0.019,-0.017,1.025,10.51,-655.00,-752.00,-912.00
1.939,2.863,-0.053,0.028,-0.019,1.026,10.55,-665.00,-762.00,-905.00
2.031,2.573,0.168,0.020,-0.021,1.034,10.37,-676.00,-765.00,-925.00
2.038,2.687,-0.137,0.024,-0.018,1.026,10.74,-665.00,-770.00,-922.00
1.969,2.397,-0.221,0.021,-0.015,1.028,10.41,-675.00,-765.00,-920.00
2.153,3.015,-0.099,0.020,-0.022,1.026,10.55,-670.00,-765.00,-925.00
1.985,2.237,0.000,0.023,-0.017,1.027,10.41,-660.00,-747.00,-920.00
2.382,1.924,-0.313,0.010,-0.019,1.036,10.55,-665.00,-762.00,-912.00
2.160,2.481,-0.115,0.019,-0.018,1.034,10.55,-660.00,-767.00,-915.00
2.206,2.298,-0.153,0.016,-0.014,1.032,10.65,-665.00,-757.00,-920.00
2.176,3.145,-0.099,0.042,-0.022,1.015,10.55,-662.00,-765.00,-915.00
2.466,2.267,-0.092,0.022,-0.020,1.027,10.41,-665.00,-762.00,-902.00
2.092,1.893,-0.290,0.015,-0.019,1.026,10.37,-662.00,-767.00,-910.00
2.092,2.389,-0.260,0.026,-0.018,1.018,10.65,-678.00,-776.00,-927.00
2.099,2.359,-0.069,0.020,-0.024,1.022,10.41,-665.00,-757.00,-912.00
2.397,2.763,-0.244,0.030,-0.021,1.023,10.32,-672.00,-762.00,-900.00
2.351,2.534,-0.130,0.021,-0.019,1.023,10.32,-670.00,-760.00,-902.00
2.122,2.252,0.008,0.022,-0.019,1.024,10.55,-652.00,-742.00,-907.00
2.206,2.481,-0.008,0.026,-0.023,1.020,10.22,-670.00,-770.00,-920.00
2.176,2.771,-0.099,0.024,-0.021,1.014,10.32,-655.00,-762.00,-915.00
2.069,2.634,0.015,0.025,-0.021,1.020,10.65,-667.00,-770.00,-925.00
2.168,2.351,-0.084,0.019,-0.021,1.025,10.41,-672.00,-765.00,-907.00
2.137,2.763,-0.099,0.031,-0.018,1.017,10.37,-655.00,-770.00,-920.00
2.137,2.305,-0.031,0.017,-0.021,1.027,10.55,-665.00,-772.00,-920.00
2.313,2.840,-0.160,0.030,-0.022,1.014,10.32,-657.00,-750.00,-915.00
2.260,2.221,-0.260,0.014,-0.020,1.023,10.37,-665.00,-770.00,-927.00
2.550,2.359,0.145,0.023,-0.022,1.021,10.32,-675.00,-762.00,-915.00
2.298,2.458,-0.282,0.025,-0.021,1.018,10.55,-657.00,-767.00,-917.00
2.130,2.099,-0.046,0.024,-0.017,1.027,10.32,-662.00,-770.00,-917.00
2.053,2.176,-0.084,0.018,-0.016,1.035,10.32,-665.00,-762.00,-922.00
2.076,2.008,-0.092,0.023,-0.014,1.025,10.22,-670.00,-770.00,-907.00
1.939,2.344,-0.160,0.025,-0.020,1.018,10.37,-665.00,-765.00,-922.00
2.359,2.328,-0.229,0.024,-0.017,1.025,10.65,-652.00,-755.00,-907.00
2.260,2.122,-0.206,0.023,-0.018,1.028,10.22,-676.00,-760.00,-907.00
2.206,1.908,-0.076,0.009,-0.018,1.038,10.65,-665.00,-772.00,-907.00
2.115,2.176,-0.153,0.024,-0.022,1.024,10.32,-662.00,-767.00,-910.00
2.481,2.496,-0.183,0.020,-0.017,1.024,10.37,-657.00,-747.00,-917.00
2.069,2.176,0.023,0.018,-0.019,1.029,10.55,-665.00,-772.00,-920.00
2.168,2.115,-0.099,0.017,-0.017,1.030,10.18,-662.00,-755.00,-902.00
2.031,2.176,-0.130,0.027,-0.022,1.019,10.32,-667.00,-755.00,-917.00
2.267,2.000,-0.137,0.018,-0.018,1.026,10.22,-676.00,-770.00,-937.00
2.282,2.412,-0.153,0.019,-0.021,1.020,10.41,-678.00,-765.00,-927.00
2.244,2.527,-0.153,0.024,-0.016,1.020,10.55,-667.00,-757.00,-920.00
2.183,2.099,0.053,0.008,-0.020,1.032,10.18,-655.00,-767.00,-920.00
2.282,2.221,0.214,0.020,-0.018,1.022,10.55,-667.00,-765.00,-925.00
2.160,2.053,-0.229,0.027,-0.023,1.024,10.32,-672.00,-772.00,-925.00
2.160,1.771,-0.153,0.024,-0.018,1.029,10.32,-667.00,-762.00,-917.00
2.405,2.160,-0.008,0.016,-0.021,1.031,10.41,-672.00,-757.00,-910.00
2.489,2.344,-0.015,0.012,-0.018,1.028,10.55,-665.00,-752.00,-917.00
2.122,2.557,-0.015,0.024,-0.020,1.028,10.41,-667.00,-772.00,-917.00
2.115,2.389,0.023,0.020,-0.015,1.036,10.55,-667.00,-760.00,-910.00
2.008,2.328,-0.008,0.018,-0.016,1.026,10.65,-670.00,-765.00,-920.00
2.084,2.298,-0.053,0.015,-0.014,1.037,10.22,-660.00,-770.00,-925.00
2.305,2.511,-0.229,0.017,-0.023,1.027,10.22,-670.00,-776.00,-922.00
2.237,2.504,-0.099,0.021,-0.018,1.024,10.22,-678.00,-765.00,-930.00
2.252,2.130,-0.008,0.022,-0.017,1.029,10.41,-667.00,-770.00,-917.00
2.221,1.985,-0.122,0.016,-0.018,1.037,10.41,-665.00,-767.00,-917.00
2.237,2.786,-0.145,0.021,-0.018,1.029,10.65,-665.00,-765.00,-925.00
2.221,2.458,-0.015,0.022,-0.019,1.027,10.18,-665.00,-755.00,-907.00
2.168,2.756,-0.214,0.026,-0.016,1.025,10.22,-665.00,-755.00,-907.00
2.214,2.305,0.015,0.020,-0.019,1.031,10.32,-675.00,-770.00,-917.00
2.046,2.557,-0.092,0.023,-0.019,1.024,10.32,-672.00,-745.00,-907.00
2.344,2.519,-0.107,0.026,-0.019,1.023,10.22,-670.00,-775.00,-925.00
1.992,2.328,-0.191,0.025,-0.022,1.027,10.51,-665.00,-752.00,-915.00
2.206,2.450,0.053,0.017,-0.020,1.030,10.37,-670.00,-762.00,-917.00
2.382,2.198,0.061,0.023,-0.024,1.025,10.55,-657.00,-755.00,-922.00
2.191,2.504,-0.313,0.020,-0.021,1.025,10.41,-660.00,-760.00,-922.00
2.198,2.084,0.015,0.024,-0.019,1.019,10.55,-662.00,-760.00,-915.00
2.099,2.466,0.183,0.023,-0.022,1.022,10.13,-660.00,-757.00,-907.00
2.153,2.214,-0.168,0.020,-0.021,1.023,10.37,-665.00,-767.00,-907.00
2.344,2.443,-0.130,0.022,-0.020,1.020,10.51,-670.00,-772.00,-917.00
2.206,2.588,0.008,0.025,-0.022,1.016,10.55,-667.00,-747.00,-910.00
2.244,2.634,-0.130,0.027,-0.020,1.017,10.32,-665.00,-767.00,-925.00
2.290,2.244,0.008,0.022,-0.020,1.024,10.51,-670.00,-757.00,-915.00
2.076,2.183,0.061,0.015,-0.021,1.025,10.32,-665.00,-765.00,-920.00
2.176,1.824,-0.275,0.017,-0.019,1.032,10.32,-678.00,-757.00,-920.00
2.229,3.435,-0.298,0.045,-0.022,1.006,9.99,-670.00,-765.00,-917.00
2.137,1.763,0.076,0.007,-0.019,1.035,10.51,-657.00,-765.00,-920.00
2.160,2.603,-0.237,0.029,-0.019,1.018,10.55,-667.00,-765.00,-907.00
2.092,2.702,-0.290,0.031,-0.019,1.014,10.32,-672.00,-765.00,-922.00
2.145,2.771,-0.137,0.027,-0.019,1.021,10.22,-665.00,-770.00,-922.00
2.206,1.885,0.099,0.016,-0.020,1.032,10.55,-665.00,-757.00,-920.00
2.221,2.557,-0.321,0.027,-0.022,1.015,10.22,-672.00,-765.00,-917.00
2.069,3.244,0.053,0.035,-0.020,1.009,10.32,-660.00,-757.00,-925.00
2.374,2.405,0.084,0.029,-0.015,1.014,10.41,-667.00,-760.00,-915.00
2.115,1.573,-0.046,0.015,-0.018,1.030,10.32,-672.00,-762.00,-927.00
2.351,1.969,-0.092,0.019,-0.023,1.031,10.65,-665.00,-755.00,-917.00
2.069,2.366,-0.015,0.020,-0.021,1.026,10.22,-675.00,-767.00,-930.00
1.985,2.405,-0.168,0.021,-0.021,1.029,10.22,-665.00,-762.00,-920.00
2.176,2.221,0.038,0.020,-0.014,1.026,10.32,-670.00,-762.00,-927.00
2.366,2.473,-0.031,0.017,-0.017,1.035,10.32,-662.00,-750.00,-927.00
2.382,2.092,0.046,0.016,-0.024,1.024,10.41,-676.00,-776.00,-917.00
2.023,2.969,-0.038,0.024,-0.023,1.018,10.22,-665.00,-762.00,-925.00
2.221,2.099,0.168,0.020,-0.017,1.029,10.32,-665.00,-762.00,-907.00
2.069,2.443,0.023,0.022,-0.013,1.034,10.37,-681.00,-760.00,-925.00
2.092,2.145,0.191,0.021,-0.016,1.034,10.41,-662.00,-755.00,-917.00
1.947,2.389,0.000,0.021,-0.017,1.030,10.32,-652.00,-770.00,-920.00
2.214,2.344,-0.221,0.021,-0.016,1.035,10.32,-660.00,-760.00,-902.00
2.183,2.550,0.092,0.025,-0.018,1.022,10.65,-662.00,-755.00,-922.00
2.328,2.130,0.038,0.022,-0.019,1.020,10.37,-665.00,-772.00,-912.00
1.977,2.267,-0.153,0.017,-0.020,1.034,10.32,-675.00,-775.00,-927.00
2.031,2.618,-0.099,0.025,-0.018,1.028,10.32,-662.00,-760.00,-912.00
1.939,2.374,-0.160,0.022,-0.020,1.024,10.22,-672.00,-752.00,-912.00
2.237,2.557,0.069,0.025,-0.020,1.022,10.32,-665.00,-770.00,-917.00
2.275,2.313,0.008,0.026,-0.020,1.023,10.22,-672.00,-755.00,-915.00
2.168,2.366,-0.038,0.025,-0.014,1.022,10.18,-667.00,-755.00,-912.00
2.275,2.580,-0.069,0.021,-0.024,1.027,10.13,-667.00,-762.00,-922.00
2.214,2.366,0.069,0.025,-0.018,1.023,10.51,-676.00,-770.00,-917.00
2.466,2.550,-0.084,0.024,-0.016,1.022,10.22,-676.00,-757.00,-912.00
2.191,2.557,-0.176,0.024,-0.016,1.026,10.04,-665.00,-755.00,-922.00
2.198,2.198,-0.092,0.017,-0.022,1.020,10.32,-670.00,-762.00,-912.00
2.275,2.206,-0.290,0.021,-0.023,1.028,10.22,-667.00,-760.00,-917.00
2.313,2.229,-0.099,0.002,-0.021,1.042,10.32,-665.00,-765.00,-917.00
2.191,2.237,0.115,0.014,-0.020,1.032,10.32,-667.00,-750.00,-927.00
2.130,2.321,-0.046,0.018,-0.021,1.037,10.22,-667.00,-760.00,-927.00
2.053,2.740,-0.115,0.024,-0.018,1.030,10.51,-665.00,-760.00,-917.00
1.992,2.321,0.053,0.016,-0.017,1.038,10.65,-662.00,-770.00,-920.00
2.168,2.206,-0.237,0.021,-0.018,1.036,10.37,-670.00,-750.00,-915.00
1.901,2.733,0.000,0.017,-0.021,1.028,10.32,-665.00,-760.00,-927.00
2.137,2.626,-0.267,0.020,-0.024,1.027,10.55,-667.00,-772.00,-920.00
2.130,2.313,-0.176,0.025,-0.023,1.024,10.18,-662.00,-757.00,-915.00
2.252,2.053,-0.046,0.026,-0.015,1.024,10.55,-667.00,-772.00,-907.00
2.252,2.229,0.008,0.015,-0.021,1.033,10.51,-676.00,-767.00,-922.00
2.198,2.626,0.000,0.031,-0.018,1.024,10.32,-675.00,-762.00,-907.00
2.168,2.137,-0.046,0.014,-0.013,1.033,10.65,-665.00,-772.00,-927.00
1.985,2.267,-0.153,0.019,-0.015,1.030,10.32,-667.00,-772.00,-917.00
2.221,2.656,-0.115,0.021,-0.018,1.032,10.32,-660.00,-745.00,-900.00
1.908,2.466,0.115,0.021,-0.017,1.033,10.22,-675.00,-762.00,-917.00
2.099,2.496,-0.145,0.021,-0.021,1.039,10.32,-662.00,-750.00,-910.00
2.084,2.053,-0.191,0.020,-0.015,1.039,10.32,-672.00,-770.00,-915.00
2.122,2.855,-0.092,0.023,-0.019,1.031,10.18,-667.00,-762.00,-912.00
2.046,2.412,-0.313,0.020,-0.018,1.036,10.32,-662.00,-772.00,-932.00
2.267,2.115,-0.137,0.020,-0.017,1.031,10.22,-655.00,-745.00,-917.00
2.015,2.794,-0.069,0.032,-0.023,1.023,9.99,-655.00,-765.00,-925.00
2.153,2.550,0.053,0.024,-0.023,1.019,10.22,-665.00,-762.00,-917.00
2.267,2.237,-0.267,0.020,-0.019,1.023,10.22,-665.00,-760.00,-927.00
2.115,2.496,-0.153,0.024,-0.018,1.029,10.04,-657.00,-760.00,-910.00
2.267,2.389,-0.092,0.018,-0.020,1.032,10.32,-670.00,-762.00,-910.00
2.427,2.679,0.008,0.021,-0.020,1.030,10.32,-665.00,-757.00,-922.00
2.252,2.565,-0.137,0.025,-0.020,1.020,10.22,-662.00,-767.00,-927.00
2.275,2.542,-0.214,0.024,-0.021,1.024,10.37,-672.00,-767.00,-917.00
2.260,2.214,-0.122,0.015,-0.024,1.030,10.32,-665.00,-770.00,-915.00
2.313,2.328,-0.115,0.017,-0.024,1.024,10.18,-657.00,-770.00,-922.00
2.282,2.870,-0.023,0.031,-0.020,1.017,10.32,-665.00,-752.00,-927.00
2.198,2.824,-0.076,0.026,-0.022,1.022,10.55,-665.00,-757.00,-912.00
2.137,2.389,0.038,0.028,-0.021,1.024,10.18,-667.00,-765.00,-927.00
2.351,2.481,-0.130,0.023,-0.021,1.019,10.04,-665.00,-762.00,-920.00
2.504,1.947,-0.176,0.027,-0.022,1.022,10.32,-662.00,-750.00,-915.00
2.305,3.137,-0.206,0.029,-0.021,1.017,10.13,-676.00,-762.00,-925.00
2.298,2.374,0.092,0.022,-0.017,1.021,9.99,-670.00,-767.00,-925.00
2.481,2.252,-0.275,0.024,-0.018,1.023,10.22,-665.00,-757.00,-930.00
2.328,2.267,-0.122,0.023,-0.016,1.025,10.22,-665.00,-776.00,-912.00
2.107,2.496,-0.092,0.024,-0.023,1.020,10.51,-647.00,-757.00,-920.00
2.275,2.153,0.023,0.021,-0.020,1.015,10.32,-665.00,-765.00,-922.00
2.443,2.771,-0.107,0.032,-0.021,1.013,10.13,-660.00,-760.00,-920.00
2.176,2.466,0.023,0.026,-0.017,1.022,10.37,-672.00,-757.00,-907.00
2.221,2.450,-0.008,0.015,-0.019,1.036,10.32,-665.00,-757.00,-917.00
2.366,2.740,-0.084,0.034,-0.019,1.012,10.32,-660.00,-745.00,-920.00
2.206,2.145,-0.260,0.023,-0.022,1.032,10.32,-665.00,-762.00,-915.00
2.519,2.565,-0.008,0.030,-0.021,1.020,10.18,-672.00,-762.00,-932.00
2.046,2.260,-0.061,0.016,-0.018,1.022,10.18,-657.00,-770.00,-920.00
2.313,2.298,0.145,0.020,-0.019,1.019,10.22,-670.00,-760.00,-922.00
2.206,2.260,-0.405,0.026,-0.016,1.016,10.13,-665.00,-767.00,-910.00
2.160,2.229,0.053,0.015,-0.027,1.029,10.22,-667.00,-770.00,-915.00
2.000,2.191,-0.252,0.016,-0.021,1.025,10.04,-662.00,-770.00,-915.00
2.282,1.977,0.176,0.021,-0.023,1.025,10.04,-662.00,-770.00,-912.00
2.031,2.321,-0.084,0.022,-0.017,1.029,10.13,-670.00,-760.00,-915.00
2.260,2.336,-0.221,0.027,-0.021,1.022,9.89,-665.00,-760.00,-910.00
2.298,2.198,-0.267,0.014,-0.022,1.031,10.37,-665.00,-765.00,-907.00
2.237,2.450,-0.313,0.020,-0.022,1.030,10.32,-652.00,-760.00,-910.00
1.939,2.366,-0.076,0.033,-0.020,1.019,10.32,-665.00,-750.00,-915.00
2.183,2.298,-0.206,0.018,-0.015,1.039,10.41,-670.00,-762.00,-912.00
2.153,2.290,-0.076,0.019,-0.017,1.030,10.32,-662.00,-767.00,-937.00
2.221,2.611,-0.214,0.025,-0.019,1.031,10.22,-672.00,-767.00,-927.00
2.145,2.321,-0.076,0.018,-0.018,1.027,10.04,-662.00,-760.00,-912.00
2.298,2.061,0.023,0.011,-0.018,1.034,10.32,-660.00,-765.00,-907.00
1.847,2.344,-0.198,0.022,-0.017,1.027,10.18,-660.00,-770.00,-907.00
2.046,2.496,-0.092,0.016,-0.013,1.037,9.99,-655.00,-762.00,-920.00
2.099,2.198,-0.053,0.021,-0.011,1.033,10.18,-667.00,-765.00,-917.00
2.221,2.443,-0.092,0.002,-0.018,1.042,10.18,-667.00,-767.00,-920.00
2.221,2.008,-0.053,0.012,-0.015,1.039,10.32,-670.00,-762.00,-925.00
2.092,2.084,0.000,0.017,-0.017,1.028,10.22,-657.00,-762.00,-917.00
1.985,2.924,0.023,0.034,-0.016,1.012,10.13,-665.00,-750.00,-920.00
2.389,2.122,-0.084,0.020,-0.021,1.028,10.18,-670.00,-755.00,-912.00
2.061,2.931,0.053,0.021,-0.023,1.029,10.51,-667.00,-767.00,-922.00
2.122,2.153,-0.076,0.021,-0.014,1.028,10.32,-657.00,-757.00,-920.00
2.221,2.534,0.069,0.027,-0.016,1.029,10.32,-660.00,-775.00,-925.00
2.336,2.672,0.008,0.008,-0.020,1.039,10.22,-672.00,-767.00,-922.00
2.168,2.649,-0.260,0.028,-0.018,1.024,10.22,-665.00,-770.00,-915.00
2.168,2.573,0.053,0.022,-0.019,1.027,10.32,-665.00,-767.00,-915.00
2.191,2.595,-0.099,0.022,-0.017,1.032,10.32,-665.00,-760.00,-912.00
2.313,2.649,0.069,0.021,-0.021,1.032,10.04,-665.00,-770.00,-925.00
2.153,2.473,-0.160,0.022,-0.023,1.028,10.13,-670.00,-762.00,-922.00
2.000,2.603,-0.130,0.019,-0.022,1.032,10.22,-665.00,-765.00,-922.00
2.382,2.954,0.008,0.027,-0.018,1.019,10.22,-667.00,-767.00,-912.00
2.282,2.046,0.183,0.030,-0.017,1.020,10.04,-667.00,-762.00,-920.00
2.076,2.519,-0.176,0.027,-0.022,1.018,10.22,-672.00,-776.00,-930.00
2.130,1.924,-0.244,0.017,-0.022,1.027,10.18,-652.00,-765.00,-917.00
2.145,2.290,-0.183,0.027,-0.021,1.019,10.32,-667.00,-770.00,-917.00
2.038,2.382,-0.290,0.020,-0.024,1.027,10.22,-672.00,-755.00,-927.00
2.069,2.550,-0.008,0.020,-0.022,1.020,10.18,-676.00,-755.00,-922.00
2.382,2.405,-0.053,0.023,-0.020,1.026,10.18,-667.00,-767.00,-912.00
2.198,2.527,-0.115,0.023,-0.021,1.020,10.37,-670.00,-762.00,-917.00
2.145,2.649,-0.183,0.020,-0.021,1.022,10.18,-665.00,-775.00,-932.00
2.053,2.527,-0.267,0.020,-0.024,1.028,10.04,-650.00,-762.00,-910.00
2.260,2.359,-0.275,0.020,-0.022,1.026,10.18,-672.00,-765.00,-920.00
2.214,2.595,-0.099,0.023,-0.020,1.025,10.04,-670.00,-755.00,-925.00
2.198,2.313,-0.168,0.027,-0.019,1.021,10.32,-675.00,-747.00,-917.00
2.107,2.687,-0.084,0.010,-0.021,1.028,10.32,-672.00,-762.00,-912.00
2.237,2.214,-0.130,0.024,-0.017,1.022,10.13,-665.00,-767.00,-922.00
1.985,2.099,-0.351,0.030,-0.018,1.017,10.13,-665.00,-760.00,-925.00
2.168,2.519,-0.069,0.021,-0.022,1.029,10.04,-665.00,-772.00,-925.00
2.206,2.237,-0.084,0.026,-0.018,1.024,10.22,-670.00,-770.00,-912.00
2.092,2.641,0.130,0.025,-0.012,1.025,10.32,-665.00,-767.00,-940.00
2.000,2.252,0.282,0.021,-0.021,1.036,10.22,-665.00,-752.00,-897.00
2.145,2.237,-0.176,0.025,-0.014,1.034,10.37,-662.00,-760.00,-910.00
1.885,2.061,-0.046,0.022,-0.017,1.032,10.18,-665.00,-762.00,-922.00
2.038,2.656,-0.389,0.022,-0.014,1.030,10.13,-652.00,-747.00,-915.00
2.168,2.313,0.031,0.021,-0.015,1.034,10.04,-676.00,-775.00,-927.00
2.336,2.176,-0.275,0.022,-0.020,1.031,10.22,-665.00,-772.00,-922.00
1.954,2.275,-0.008,0.014,-0.015,1.029,10.18,-657.00,-767.00,-920.00
2.008,2.626,-0.038,0.024,-0.016,1.030,9.89,-672.00,-770.00,-912.00
2.122,1.748,-0.153,0.009,-0.015,1.040,9.89,-665.00,-757.00,-927.00
2.107,2.733,0.076,0.028,-0.018,1.028,10.18,-665.00,-767.00,-925.00
2.000,2.672,0.046,0.019,-0.014,1.034,10.13,-662.00,-750.00,-912.00
2.099,2.466,0.069,0.021,-0.022,1.027,10.32,-660.00,-767.00,-920.00
2.107,2.695,-0.053,0.025,-0.019,1.016,10.04,-657.00,-755.00,-917.00
2.221,2.137,-0.092,0.023,-0.019,1.030,10.13,-652.00,-767.00,-917.00
2.008,2.557,0.084,0.026,-0.017,1.033,10.22,-672.00,-765.00,-910.00
2.015,2.298,-0.176,0.014,-0.020,1.036,10.22,-665.00,-755.00,-917.00
2.061,2.679,-0.099,0.015,-0.020,1.036,9.89,-665.00,-765.00,-917.00
2.237,2.817,-0.023,0.030,-0.021,1.017,10.04,-665.00,-762.00,-920.00
2.191,2.099,-0.031,0.016,-0.019,1.026,10.32,-650.00,-765.00,-917.00
2.084,2.519,-0.336,0.020,-0.020,1.024,10.13,-665.00,-770.00,-930.00
2.176,2.328,-0.015,0.025,-0.022,1.025,10.22,-665.00,-767.00,-912.00
2.298,2.550,-0.160,0.023,-0.019,1.023,10.04,-667.00,-762.00,-920.00
2.145,2.481,0.061,0.022,-0.025,1.029,10.18,-665.00,-770.00,-907.00
2.092,2.542,-0.160,0.026,-0.022,1.025,9.99,-665.00,-762.00,-922.00
2.275,2.252,-0.038,0.018,-0.017,1.022,10.13,-657.00,-762.00,-930.00
2.275,2.802,-0.122,0.036,-0.016,1.012,10.04,-662.00,-760.00,-912.00
2.252,2.695,-0.237,0.030,-0.022,1.017,10.13,-665.00,-755.00,-932.00
2.069,2.260,-0.084,0.026,-0.020,1.024,10.13,-662.00,-765.00,-930.00
1.855,2.794,0.084,0.022,-0.019,1.035,10.22,-670.00,-767.00,-927.00
2.107,2.473,-0.176,0.027,-0.024,1.016,10.18,-670.00,-742.00,-905.00
2.176,2.550,0.038,0.027,-0.020,1.028,9.89,-665.00,-767.00,-930.00
2.061,2.176,-0.015,0.020,-0.020,1.023,9.89,-670.00,-767.00,-920.00
2.099,2.221,-0.168,0.032,-0.019,1.018,10.22,-665.00,-775.00,-925.00
2.244,2.145,-0.183,0.026,-0.017,1.019,10.18,-667.00,-776.00,-922.00
2.344,2.153,-0.053,0.021,-0.022,1.024,9.99,-665.00,-767.00,-915.00
2.237,1.786,-0.053,0.017,-0.019,1.030,10.18,-665.00,-772.00,-900.00
2.481,2.344,0.115,0.022,-0.017,1.019,9.89,-667.00,-775.00,-917.00
2.374,2.115,0.107,0.018,-0.019,1.027,10.22,-667.00,-775.00,-907.00
2.061,2.214,-0.008,0.035,-0.022,1.010,9.99,-660.00,-767.00,-920.00
2.382,2.290,-0.198,0.018,-0.020,1.028,10.22,-662.00,-760.00,-905.00
2.282,2.260,-0.229,0.014,-0.019,1.024,10.04,-672.00,-772.00,-910.00
2.305,2.511,-0.015,0.024,-0.023,1.020,10.18,-660.00,-762.00,-925.00
2.420,2.634,0.168,0.027,-0.019,1.021,9.89,-672.00,-765.00,-917.00
2.191,1.473,0.099,0.003,-0.020,1.040,9.89,-672.00,-755.00,-907.00
2.260,2.321,-0.092,0.020,-0.022,1.021,10.18,-662.00,-752.00,-920.00
2.153,1.893,-0.336,0.016,-0.021,1.031,10.22,-667.00,-772.00,-920.00
2.198,2.542,0.031,0.020,-0.016,1.028,10.22,-670.00,-770.00,-917.00
2.198,2.305,-0.130,0.019,-0.020,1.031,10.04,-665.00,-767.00,-920.00
2.115,2.527,-0.061,0.022,-0.017,1.032,9.99,-665.00,-760.00,-915.00
2.244,2.511,-0.298,0.019,-0.018,1.031,10.13,-665.00,-747.00,-907.00
2.298,3.015,-0.084,0.013,-0.020,1.033,10.22,-665.00,-765.00,-917.00
2.092,2.595,-0.031,0.028,-0.022,1.027,9.89,-667.00,-757.00,-920.00
2.183,2.748,-0.122,0.021,-0.018,1.031,10.18,-665.00,-760.00,-915.00
2.069,2.313,-0.069,0.019,-0.015,1.029,10.18,-672.00,-770.00,-942.00
2.191,2.977,-0.267,0.023,-0.014,1.025,9.99,-665.00,-757.00,-907.00
2.176,2.527,-0.115,0.021,-0.021,1.031,10.18,-672.00,-760.00,-920.00
1.885,2.023,-0.069,0.022,-0.015,1.034,10.04,-665.00,-770.00,-932.00
2.092,2.786,-0.160,0.025,-0.017,1.027,9.99,-670.00,-770.00,-907.00
1.977,2.786,-0.137,0.017,-0.019,1.034,9.99,-662.00,-762.00,-927.00
2.198,2.695,0.031,0.022,-0.017,1.028,10.22,-670.00,-757.00,-910.00
2.290,2.374,-0.214,0.016,-0.021,1.033,10.18,-667.00,-772.00,-922.00
